Day,DESTINATION_AIRPORT,cancellCount,delaySum,SumCount,delayCount,avgDelay,LATITUDE,LONGITUDE,Rain,Fog,Snow
7,CHO,1,120,2,1,60,38.13864,-78.45286,,,
7,CHS,0,91,2,2,45.5,32.89865,-80.04051,,,
7,CLE,4,216,8,4,27,41.41089,-81.8494,,,
7,CLT,0,669,12,12,55.75,35.21401,-80.94313,,,
7,CMH,2,635,8,6,79.375,39.99799,-82.89188,,,
7,CVG,0,37,1,1,37,39.04614,-84.66217,,,
7,DAL,0,480,5,5,96,32.84711,-96.85177,,,
7,DAY,0,215,2,2,107.5,39.90238,-84.21938,,,
7,DCA,5,1053,18,13,58.5,38.85208,-77.03772,,,
7,DEN,0,131,2,2,65.5,39.85841,-104.667,,,
7,DFW,0,865,11,11,78.63636364,32.89595,-97.0372,,,
7,DTW,2,616,10,8,61.6,42.21206,-83.34884,,,
7,FLL,1,1363,16,15,85.1875,26.07258,-80.15275,,,
7,GSO,3,147,4,1,36.75,36.09775,-79.9373,,,
7,HOU,0,93,3,3,31,29.64542,-95.27889,,,
7,IAD,3,179,6,3,29.83333333,38.94453,-77.45581,,,
7,IAH,0,578,6,6,96.33333333,29.98047,-95.33972,,,
7,IND,0,20,1,1,20,39.71733,-86.29438,,,
7,LAS,0,17,1,1,17,36.08036,-115.15233,,,
7,LAX,0,360,7,7,51.42857143,33.94254,-118.40807,,,
7,LIT,0,108,1,1,108,34.7294,-92.22425,,,
7,MCI,1,25,2,1,12.5,39.29761,-94.71391,,,
7,MCO,1,722,13,12,55.53846154,28.42889,-81.31603,,,
7,MDW,1,148,5,4,29.6,41.78598,-87.75242,,,
7,MHT,1,91,2,1,45.5,42.93452,-71.43706,,,
7,MIA,0,1125,17,17,66.17647059,25.79325,-80.29056,,,
7,MKE,1,41,2,1,20.5,42.94722,-87.89658,,,
7,MSP,0,120,3,3,40,44.88055,-93.21692,,,
7,MSY,0,87,1,1,87,29.99339,-90.25803,,,
7,MYR,1,104,2,1,52,33.67975,-78.92833,,,
7,OMA,1,,1,0,0,41.30252,-95.89417,,,
7,ORD,3,1166,19,16,61.36842105,41.9796,-87.90446,,,
7,ORF,1,58,3,2,19.33333333,36.89461,-76.20122,,,
7,PBI,0,775,10,10,77.5,26.68316,-80.09559,,,
7,PDX,0,,1,1,0,45.58872,-122.5975,,,
7,PHX,0,74,2,2,37,33.43417,-112.00806,,,
7,PIT,1,72,2,1,36,40.49147,-80.23287,,,
7,PWM,0,21,1,1,21,43.64617,-70.30875,,,
7,RDU,1,661,11,10,60.09090909,35.87764,-78.78747,,,
7,RIC,2,,2,0,0,37.50517,-77.31967,,,
7,ROC,0,136,2,2,68,43.11887,-77.67238,,,
7,RSW,0,150,5,5,30,26.53617,-81.75517,,,
7,SAV,0,48,1,1,48,32.12758,-81.20214,,,
7,SDF,1,201,3,2,67,38.17439,-85.736,,,
7,SEA,0,69,4,4,17.25,47.44898,-122.30931,,,
7,SFO,0,283,3,3,94.33333333,37.619,-122.37484,,,
7,SLC,0,80,2,2,40,40.78839,-111.97777,,,
7,SRQ,0,85,1,1,85,27.39533,-82.55411,,,
7,STL,1,419,5,4,83.8,38.74769,-90.35999,,,
7,SYR,0,145,2,2,72.5,43.11119,-76.10631,,,
7,TPA,0,318,4,4,79.5,27.97547,-82.53325,,,
7,TYS,0,88,1,1,88,35.81249,-83.99286,,,
7,XNA,0,91,1,1,91,36.28187,-94.30681,,,
8,ABQ,0,147,1,1,147,35.04022,-106.60919,,,
8,ATL,0,231,6,6,38.5,33.64044,-84.42694,,,
8,AUS,0,35,1,1,35,30.19453,-97.66987,,,
8,BHM,0,100,1,1,100,33.56294,-86.75355,,,
8,BNA,1,74,3,2,24.66666667,36.12448,-86.67818,,,
8,BOS,1,57,3,2,19,42.36435,-71.00518,,,
8,BUF,0,31,1,1,31,42.94052,-78.73217,,,
8,BWI,1,,1,0,0,39.1754,-76.6682,,,
8,CHO,0,27,1,1,27,38.13864,-78.45286,,,
8,CHS,0,45,2,2,22.5,32.89865,-80.04051,,,
8,CLE,1,68,3,2,22.66666667,41.41089,-81.8494,,,
8,CLT,0,120,2,2,60,35.21401,-80.94313,,,
8,CMH,1,122,4,3,30.5,39.99799,-82.89188,,,
8,DAL,0,36,1,1,36,32.84711,-96.85177,,,
8,DAY,0,64,2,2,32,39.90238,-84.21938,,,
8,DCA,1,27,2,1,13.5,38.85208,-77.03772,,,
8,DEN,0,146,4,4,36.5,39.85841,-104.667,,,
8,DFW,2,,2,0,0,32.89595,-97.0372,,,
8,DTW,0,217,6,6,36.16666667,42.21206,-83.34884,,,
8,FLL,0,186,4,4,46.5,26.07258,-80.15275,,,
8,GSO,0,406,3,3,135.3333333,36.09775,-79.9373,,,
8,IAD,1,112,3,2,37.33333333,38.94453,-77.45581,,,
8,IAH,1,58,2,1,29,29.98047,-95.33972,,,
8,JAX,0,23,1,1,23,30.49406,-81.68786,,,
8,LAS,0,45,1,1,45,36.08036,-115.15233,,,
8,LAX,0,110,4,4,27.5,33.94254,-118.40807,,,
8,LIT,0,26,1,1,26,34.7294,-92.22425,,,
8,MCI,0,44,1,1,44,39.29761,-94.71391,,,
8,MCO,0,63,2,2,31.5,28.42889,-81.31603,,,
8,MDW,1,191,4,3,47.75,41.78598,-87.75242,,,
8,MHT,0,46,1,1,46,42.93452,-71.43706,,,
8,MIA,0,597,11,11,54.27272727,25.79325,-80.29056,,,
8,MKE,1,99,2,1,49.5,42.94722,-87.89658,,,
8,MSP,0,62,2,2,31,44.88055,-93.21692,,,
8,MYR,0,41,1,1,41,33.67975,-78.92833,,,
8,ORD,1,1756,23,22,76.34782609,41.9796,-87.90446,,,
8,PBI,0,43,2,2,21.5,26.68316,-80.09559,,,
8,PHX,1,,1,0,0,33.43417,-112.00806,,,
8,PIT,0,30,1,1,30,40.49147,-80.23287,,,
8,PWM,0,58,2,2,29,43.64617,-70.30875,,,
8,RDU,1,20,2,1,10,35.87764,-78.78747,,,
8,RIC,0,32,1,1,32,37.50517,-77.31967,,,
8,ROC,1,44,2,1,22,43.11887,-77.67238,,,
8,SAN,0,15,1,1,15,32.73356,-117.18966,,,
8,SDF,0,164,3,3,54.66666667,38.17439,-85.736,,,
8,SEA,0,22,2,2,11,47.44898,-122.30931,,,
8,SFO,0,120,4,4,30,37.619,-122.37484,,,
8,SLC,0,155,5,5,31,40.78839,-111.97777,,,
8,SMF,0,24,1,1,24,38.69542,-121.59077,,,
8,STL,0,96,1,1,96,38.74769,-90.35999,,,
8,SYR,0,29,1,1,29,43.11119,-76.10631,,,
8,TPA,0,164,3,3,54.66666667,27.97547,-82.53325,,,
8,TYS,1,,1,0,0,35.81249,-83.99286,,,
8,XNA,0,54,1,1,54,36.28187,-94.30681,,,
9,ABQ,0,67,1,1,67,35.04022,-106.60919,,,1
9,ATL,1,1291,17,16,75.94117647,33.64044,-84.42694,,,1
9,AUS,0,60,1,1,60,30.19453,-97.66987,,,1
9,BHM,0,111,2,2,55.5,33.56294,-86.75355,,,1
9,BNA,2,410,8,6,51.25,36.12448,-86.67818,,,1
9,BOS,7,1300,30,23,43.33333333,42.36435,-71.00518,,,1
9,BTV,0,187,3,3,62.33333333,44.473,-73.15031,,,1
9,BUF,0,179,4,4,44.75,42.94052,-78.73217,,,1
9,CAE,1,,1,0,0,33.93884,-81.11954,,,1
9,CAK,0,107,1,1,107,40.91631,-81.44247,,,1
9,CHO,0,91,1,1,91,38.13864,-78.45286,,,1
9,CHS,1,297,4,3,74.25,32.89865,-80.04051,,,1
9,CLE,5,388,10,5,38.8,41.41089,-81.8494,,,1
9,CLT,3,812,14,11,58,35.21401,-80.94313,,,1
9,CMH,1,368,6,5,61.33333333,39.99799,-82.89188,,,1
9,CVG,0,31,1,1,31,39.04614,-84.66217,,,1
9,DAL,1,408,6,5,68,32.84711,-96.85177,,,1
9,DAY,0,88,1,1,88,39.90238,-84.21938,,,1
9,DCA,2,204,8,6,25.5,38.85208,-77.03772,,,1
9,DEN,0,449,7,7,64.14285714,39.85841,-104.667,,,1
9,DFW,2,481,11,9,43.72727273,32.89595,-97.0372,,,1
9,DTW,1,526,9,8,58.44444444,42.21206,-83.34884,,,1
9,EGE,0,125,1,1,125,39.64257,-106.9177,,,1
9,FLL,1,1314,20,19,65.7,26.07258,-80.15275,,,1
9,GSO,0,260,6,6,43.33333333,36.09775,-79.9373,,,1
9,HNL,0,69,2,2,34.5,21.31869,-157.92241,,,1
9,HOU,0,119,2,2,59.5,29.64542,-95.27889,,,1
9,IAD,1,373,6,5,62.16666667,38.94453,-77.45581,,,1
9,IAH,0,624,7,7,89.14285714,29.98047,-95.33972,,,1
9,JAX,1,182,2,1,91,30.49406,-81.68786,,,1
9,LAS,0,546,7,7,78,36.08036,-115.15233,,,1
9,LAX,0,619,12,12,51.58333333,33.94254,-118.40807,,,1
9,LGB,0,245,2,2,122.5,33.81772,-118.15161,,,1
9,LIT,0,49,1,1,49,34.7294,-92.22425,,,1
9,MCI,1,196,3,2,65.33333333,39.29761,-94.71391,,,1
9,MCO,1,1565,20,19,78.25,28.42889,-81.31603,,,1
9,MDW,0,330,2,2,165,41.78598,-87.75242,,,1
9,MHT,0,112,2,2,56,42.93452,-71.43706,,,1
9,MIA,0,1588,23,23,69.04347826,25.79325,-80.29056,,,1
9,MKE,1,,1,0,0,42.94722,-87.89658,,,1
9,MSP,0,329,4,4,82.25,44.88055,-93.21692,,,1
9,MSY,0,289,4,4,72.25,29.99339,-90.25803,,,1
9,MYR,1,57,2,1,28.5,33.67975,-78.92833,,,1
9,ORD,6,1953,28,22,69.75,41.9796,-87.90446,,,1
9,ORF,2,16,3,1,5.333333333,36.89461,-76.20122,,,1
9,PBI,0,907,11,11,82.45454545,26.68316,-80.09559,,,1
9,PDX,0,114,1,1,114,45.58872,-122.5975,,,1
9,PHX,0,358,5,5,71.6,33.43417,-112.00806,,,1
9,PWM,0,188,2,2,94,43.64617,-70.30875,,,1
9,RDU,3,752,13,10,57.84615385,35.87764,-78.78747,,,1
9,RIC,2,,2,0,0,37.50517,-77.31967,,,1
9,ROC,0,154,2,2,77,43.11887,-77.67238,,,1
9,RSW,0,239,3,3,79.66666667,26.53617,-81.75517,,,1
9,SAN,0,123,3,3,41,32.73356,-117.18966,,,1
9,SAV,0,123,2,2,61.5,32.12758,-81.20214,,,1
9,SDF,1,97,2,1,48.5,38.17439,-85.736,,,1
9,SEA,0,237,3,3,79,47.44898,-122.30931,,,1
9,SFO,0,400,8,8,50,37.619,-122.37484,,,1
9,SLC,0,273,5,5,54.6,40.78839,-111.97777,,,1
9,SRQ,0,283,2,2,141.5,27.39533,-82.55411,,,1
9,STL,2,288,7,5,41.14285714,38.74769,-90.35999,,,1
9,SYR,0,287,3,3,95.66666667,43.11119,-76.10631,,,1
9,TPA,1,940,11,10,85.45454545,27.97547,-82.53325,,,1
9,TYS,0,43,1,1,43,35.81249,-83.99286,,,1
9,XNA,0,18,1,1,18,36.28187,-94.30681,,,1
10,ATL,0,138,4,4,34.5,33.64044,-84.42694,,,
10,AUS,0,112,1,1,112,30.19453,-97.66987,,,
10,BOS,0,22,1,1,22,42.36435,-71.00518,,,
10,CHS,0,20,1,1,20,32.89865,-80.04051,,,
10,CLT,0,18,1,1,18,35.21401,-80.94313,,,
10,CMH,0,37,1,1,37,39.99799,-82.89188,,,
10,DAL,0,60,1,1,60,32.84711,-96.85177,,,
10,DCA,0,29,1,1,29,38.85208,-77.03772,,,
10,DEN,0,105,1,1,105,39.85841,-104.667,,,
10,EGE,0,87,1,1,87,39.64257,-106.9177,,,
10,FLL,0,126,3,3,42,26.07258,-80.15275,,,
10,IAD,0,76,2,2,38,38.94453,-77.45581,,,
10,JAX,0,76,1,1,76,30.49406,-81.68786,,,
10,LAS,0,105,2,2,52.5,36.08036,-115.15233,,,
10,MCI,0,37,1,1,37,39.29761,-94.71391,,,
10,MCO,0,203,4,4,50.75,28.42889,-81.31603,,,
10,MIA,2,497,8,6,62.125,25.79325,-80.29056,,,
10,MSP,0,50,1,1,50,44.88055,-93.21692,,,
10,MYR,0,85,1,1,85,33.67975,-78.92833,,,
10,ORD,0,124,4,4,31,41.9796,-87.90446,,,
10,PBI,0,64,3,3,21.33333333,26.68316,-80.09559,,,
10,PDX,0,35,1,1,35,45.58872,-122.5975,,,
10,PWM,0,21,1,1,21,43.64617,-70.30875,,,
10,RDU,0,26,1,1,26,35.87764,-78.78747,,,
10,ROC,0,19,1,1,19,43.11887,-77.67238,,,
10,RSW,0,27,1,1,27,26.53617,-81.75517,,,
10,SEA,0,278,4,4,69.5,47.44898,-122.30931,,,
10,SFO,0,125,3,3,41.66666667,37.619,-122.37484,,,
10,SRQ,0,130,1,1,130,27.39533,-82.55411,,,
10,SYR,0,25,1,1,25,43.11119,-76.10631,,,
10,TPA,0,77,2,2,38.5,27.97547,-82.53325,,,
11,ATL,0,114,4,4,28.5,33.64044,-84.42694,,,
11,AUS,0,19,1,1,19,30.19453,-97.66987,,,
11,BHM,0,151,1,1,151,33.56294,-86.75355,,,
11,BNA,0,35,2,2,17.5,36.12448,-86.67818,,,
11,BOS,0,255,4,4,63.75,42.36435,-71.00518,,,
11,BUF,0,310,3,3,103.3333333,42.94052,-78.73217,,,
11,BWI,0,16,1,1,16,39.1754,-76.6682,,,
11,CHO,0,67,1,1,67,38.13864,-78.45286,,,
11,CLT,0,97,2,2,48.5,35.21401,-80.94313,,,
11,CMH,0,62,3,3,20.66666667,39.99799,-82.89188,,,
11,DAL,0,61,2,2,30.5,32.84711,-96.85177,,,
11,DCA,1,73,4,3,18.25,38.85208,-77.03772,,,
11,DFW,0,82,2,2,41,32.89595,-97.0372,,,
11,DTW,0,75,3,3,25,42.21206,-83.34884,,,
11,FLL,0,117,4,4,29.25,26.07258,-80.15275,,,
11,GSO,0,118,1,1,118,36.09775,-79.9373,,,
11,HOU,0,128,1,1,128,29.64542,-95.27889,,,
11,IAD,0,18,1,1,18,38.94453,-77.45581,,,
11,JAX,0,18,1,1,18,30.49406,-81.68786,,,
11,LAS,0,105,2,2,52.5,36.08036,-115.15233,,,
11,LAX,0,38,2,2,19,33.94254,-118.40807,,,
11,LIT,0,38,1,1,38,34.7294,-92.22425,,,
11,MCO,0,79,2,2,39.5,28.42889,-81.31603,,,
11,MDW,0,29,1,1,29,41.78598,-87.75242,,,
11,MHT,0,113,1,1,113,42.93452,-71.43706,,,
11,MIA,0,78,3,3,26,25.79325,-80.29056,,,
11,MSY,0,,1,1,0,29.99339,-90.25803,,,
11,ORD,0,97,3,3,32.33333333,41.9796,-87.90446,,,
11,ORF,0,69,1,1,69,36.89461,-76.20122,,,
11,PBI,0,140,1,1,140,26.68316,-80.09559,,,
11,PHX,0,107,2,2,53.5,33.43417,-112.00806,,,
11,PIT,1,,1,0,0,40.49147,-80.23287,,,
11,PWM,0,106,2,2,53,43.64617,-70.30875,,,
11,RDU,0,81,2,2,40.5,35.87764,-78.78747,,,
11,ROC,0,124,1,1,124,43.11887,-77.67238,,,
11,RSW,0,18,1,1,18,26.53617,-81.75517,,,
11,SAN,0,36,1,1,36,32.73356,-117.18966,,,
11,SDF,0,74,2,2,37,38.17439,-85.736,,,
11,SEA,0,44,2,2,22,47.44898,-122.30931,,,
11,SFO,0,29,1,1,29,37.619,-122.37484,,,
11,SJC,0,25,1,1,25,37.36186,-121.92901,,,
11,STL,0,22,1,1,22,38.74769,-90.35999,,,
12,ATL,1,1397,18,17,77.61111111,33.64044,-84.42694,1,,
12,AUS,0,189,2,2,94.5,30.19453,-97.66987,1,,
12,BHM,1,,1,0,0,33.56294,-86.75355,1,,
12,BNA,0,256,5,5,51.2,36.12448,-86.67818,1,,
12,BOS,4,302,13,9,23.23076923,42.36435,-71.00518,1,,
12,BUF,0,352,3,3,117.3333333,42.94052,-78.73217,1,,
12,BWI,0,75,1,1,75,39.1754,-76.6682,1,,
12,CAE,1,,1,0,0,33.93884,-81.11954,1,,
12,CAK,0,76,1,1,76,40.91631,-81.44247,1,,
12,CHO,0,15,2,2,7.5,38.13864,-78.45286,1,,
12,CHS,1,,1,0,0,32.89865,-80.04051,1,,
12,CLE,3,314,6,3,52.33333333,41.41089,-81.8494,1,,
12,CLT,3,146,8,5,18.25,35.21401,-80.94313,1,,
12,CMH,1,140,4,3,35,39.99799,-82.89188,1,,
12,CVG,1,92,2,1,46,39.04614,-84.66217,1,,
12,DAL,2,327,6,4,54.5,32.84711,-96.85177,1,,
12,DAY,0,157,1,1,157,39.90238,-84.21938,1,,
12,DCA,1,298,5,4,59.6,38.85208,-77.03772,1,,
12,DEN,0,80,2,2,40,39.85841,-104.667,1,,
12,DFW,1,240,7,6,34.28571429,32.89595,-97.0372,1,,
12,DTW,1,163,5,4,32.6,42.21206,-83.34884,1,,
12,FLL,0,681,9,9,75.66666667,26.07258,-80.15275,1,,
12,GSO,2,205,6,4,34.16666667,36.09775,-79.9373,1,,
12,HOU,0,41,1,1,41,29.64542,-95.27889,1,,
12,IAD,0,208,3,3,69.33333333,38.94453,-77.45581,1,,
12,IAH,0,45,2,2,22.5,29.98047,-95.33972,1,,
12,IND,0,48,1,1,48,39.71733,-86.29438,1,,
12,LAS,0,26,1,1,26,36.08036,-115.15233,1,,
12,LAX,0,106,4,4,26.5,33.94254,-118.40807,1,,
12,MCI,0,280,1,1,280,39.29761,-94.71391,1,,
12,MCO,0,575,10,10,57.5,28.42889,-81.31603,1,,
12,MDW,0,223,3,3,74.33333333,41.78598,-87.75242,1,,
12,MHT,1,133,2,1,66.5,42.93452,-71.43706,1,,
12,MIA,1,332,6,5,55.33333333,25.79325,-80.29056,1,,
12,MKE,0,149,2,2,74.5,42.94722,-87.89658,1,,
12,MSP,0,65,2,2,32.5,44.88055,-93.21692,1,,
12,MYR,1,46,2,1,23,33.67975,-78.92833,1,,
12,OMA,0,32,1,1,32,41.30252,-95.89417,1,,
12,ORD,2,643,12,10,53.58333333,41.9796,-87.90446,1,,
12,ORF,2,39,3,1,13,36.89461,-76.20122,1,,
12,PBI,0,436,7,7,62.28571429,26.68316,-80.09559,1,,
12,PDX,0,93,2,2,46.5,45.58872,-122.5975,1,,
12,PIT,0,147,1,1,147,40.49147,-80.23287,1,,
12,PWM,0,62,1,1,62,43.64617,-70.30875,1,,
12,RDU,4,444,10,6,44.4,35.87764,-78.78747,1,,
12,RIC,1,22,2,1,11,37.50517,-77.31967,1,,
12,ROC,0,56,1,1,56,43.11887,-77.67238,1,,
12,RSW,0,24,1,1,24,26.53617,-81.75517,1,,
12,SAN,0,16,1,1,16,32.73356,-117.18966,1,,
12,SDF,0,122,2,2,61,38.17439,-85.736,1,,
12,SEA,0,17,1,1,17,47.44898,-122.30931,1,,
12,SFO,0,181,3,3,60.33333333,37.619,-122.37484,1,,
12,SLC,0,31,2,2,15.5,40.78839,-111.97777,1,,
12,SRQ,0,75,1,1,75,27.39533,-82.55411,1,,
12,STL,1,153,4,3,38.25,38.74769,-90.35999,1,,
12,SYR,0,19,1,1,19,43.11119,-76.10631,1,,
12,TPA,0,151,3,3,50.33333333,27.97547,-82.53325,1,,
12,TYS,0,99,1,1,99,35.81249,-83.99286,1,,
12,XNA,0,53,1,1,53,36.28187,-94.30681,1,,
13,ATL,0,119,3,3,39.66666667,33.64044,-84.42694,,,
13,BNA,0,326,3,3,108.6666667,36.12448,-86.67818,,,
13,BOS,0,17,1,1,17,42.36435,-71.00518,,,
13,BWI,0,131,1,1,131,39.1754,-76.6682,,,
13,CAK,0,114,1,1,114,40.91631,-81.44247,,,
13,CLE,0,28,1,1,28,41.41089,-81.8494,,,
13,CLT,1,80,3,2,26.66666667,35.21401,-80.94313,,,
13,CMH,0,120,3,3,40,39.99799,-82.89188,,,
13,CVG,0,61,1,1,61,39.04614,-84.66217,,,
13,DAL,1,,1,0,0,32.84711,-96.85177,,,
13,DAY,0,70,1,1,70,39.90238,-84.21938,,,
13,DCA,3,,3,0,0,38.85208,-77.03772,,,
13,DEN,0,23,1,1,23,39.85841,-104.667,,,
13,DFW,0,57,1,1,57,32.89595,-97.0372,,,
13,FLL,0,34,1,1,34,26.07258,-80.15275,,,
13,GSO,0,81,2,2,40.5,36.09775,-79.9373,,,
13,LAX,0,52,1,1,52,33.94254,-118.40807,,,
13,LIT,0,40,1,1,40,34.7294,-92.22425,,,
13,MCI,0,135,1,1,135,39.29761,-94.71391,,,
13,MCO,0,323,2,2,161.5,28.42889,-81.31603,,,
13,MDW,0,18,1,1,18,41.78598,-87.75242,,,
13,MIA,0,308,5,5,61.6,25.79325,-80.29056,,,
13,MKE,0,18,1,1,18,42.94722,-87.89658,,,
13,MSY,0,22,1,1,22,29.99339,-90.25803,,,
13,ORD,0,39,2,2,19.5,41.9796,-87.90446,,,
13,PBI,0,84,4,4,21,26.68316,-80.09559,,,
13,RDU,2,87,5,3,17.4,35.87764,-78.78747,,,
13,RIC,0,74,1,1,74,37.50517,-77.31967,,,
13,SDF,0,148,3,3,49.33333333,38.17439,-85.736,,,
13,SRQ,0,24,1,1,24,27.39533,-82.55411,,,
13,STL,1,72,3,2,24,38.74769,-90.35999,,,
13,TPA,0,49,1,1,49,27.97547,-82.53325,,,
14,ATL,0,85,3,3,28.33333333,33.64044,-84.42694,,,
14,BNA,0,76,2,2,38,36.12448,-86.67818,,,
14,BOS,1,383,12,11,31.91666667,42.36435,-71.00518,,,
14,BUF,0,17,1,1,17,42.94052,-78.73217,,,
14,BWI,0,26,1,1,26,39.1754,-76.6682,,,
14,CHO,0,15,1,1,15,38.13864,-78.45286,,,
14,CLE,0,56,2,2,28,41.41089,-81.8494,,,
14,CLT,0,15,1,1,15,35.21401,-80.94313,,,
14,CMH,1,16,2,1,8,39.99799,-82.89188,,,
14,DAL,0,151,1,1,151,32.84711,-96.85177,,,
14,DCA,0,145,5,5,29,38.85208,-77.03772,,,
14,FLL,0,163,5,5,32.6,26.07258,-80.15275,,,
14,IAD,0,33,1,1,33,38.94453,-77.45581,,,
14,IAH,0,32,1,1,32,29.98047,-95.33972,,,
14,LAX,0,191,2,2,95.5,33.94254,-118.40807,,,
14,MCI,1,44,2,1,22,39.29761,-94.71391,,,
14,MCO,0,45,1,1,45,28.42889,-81.31603,,,
14,MHT,0,43,1,1,43,42.93452,-71.43706,,,
14,MIA,1,795,10,9,79.5,25.79325,-80.29056,,,
14,MSP,0,32,2,2,16,44.88055,-93.21692,,,
14,ORD,0,207,5,5,41.4,41.9796,-87.90446,,,
14,ORF,0,167,3,3,55.66666667,36.89461,-76.20122,,,
14,PBI,0,208,2,2,104,26.68316,-80.09559,,,
14,RDU,1,159,5,4,31.8,35.87764,-78.78747,,,
14,RIC,3,,3,0,0,37.50517,-77.31967,,,
14,ROC,0,31,1,1,31,43.11887,-77.67238,,,
14,RSW,0,16,1,1,16,26.53617,-81.75517,,,
